question_id,category,question,config_name,privacy_mode,sql_valid,execution_success,result_match,failure_category,parse_strategy,tools_used,sqlstate,timed_out,cli_ok,claude_time_ms,sql_execution_time_ms,total_time_ms,expected_sql,generated_sql,error
O01,O,"Using a common table expression, list each workflow with its task count and the name of its owner.",D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,11875.0,167.55839996039867,19868.060200009495,"WITH counts AS (
  SELECT workflow_id, COUNT(*) AS task_count
  FROM tasks GROUP BY workflow_id
)
SELECT w.name, COALESCE(c.task_count, 0) AS task_count, o.full_name AS owner
FROM workflows w
JOIN users o ON o.id = w.owner_user_id
LEFT JOIN counts c ON c.workflow_id = w.id","WITH task_counts AS (
  SELECT workflow_id, COUNT(id) AS task_count
  FROM tasks
  GROUP BY workflow_id
)
SELECT w.name AS workflow_name,
       COALESCE(tc.task_count, 0) AS task_count,
       u.full_name AS owner_name
FROM workflows w
JOIN users u ON u.id = w.owner_user_id
LEFT JOIN task_counts tc ON tc.workflow_id = w.id
ORDER BY w.name",
O02,O,"Work out how many unfinished tasks each user has, then list the users with more than 2 of them.",D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,11287.0,142.72560004610568,18991.11780000385,"WITH open_counts AS (
  SELECT assigned_user_id, COUNT(*) AS open_tasks
  FROM tasks
  WHERE status <> 'COMPLETED' AND assigned_user_id IS NOT NULL
  GROUP BY assigned_user_id
)
SELECT u.full_name, oc.open_tasks
FROM open_counts oc
JOIN users u ON u.id = oc.assigned_user_id
WHERE oc.open_tasks > 2","SELECT u.full_name, COUNT(t.id) AS unfinished_task_count
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE t.status <> 'COMPLETED'
GROUP BY u.id, u.full_name
HAVING COUNT(t.id) > 2",
O03,O,"Break the tasks down by workflow and status, showing the count for each combination.",D,strict,True,True,False,WRONG_NULL_HANDLING,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,8175.0,163.30440004821867,16554.53399999533,"SELECT w.name AS workflow_name, t.status, COUNT(*) AS task_count
FROM tasks t
JOIN workflows w ON w.id = t.workflow_id
GROUP BY w.name, t.status","SELECT w.name AS workflow_name, t.status AS task_status, COUNT(t.id) AS task_count FROM workflows w LEFT JOIN tasks t ON t.workflow_id = w.id GROUP BY w.name, t.status ORDER BY w.name, t.status",
O04,O,"For each department, how many tasks in total are assigned to its members?",D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,12535.0,151.83799993246794,21423.901599948294,"SELECT u.department, COUNT(t.id) AS task_count
FROM users u
LEFT JOIN tasks t ON t.assigned_user_id = u.id
GROUP BY u.department","SELECT users.department, COUNT(tasks.id) AS total_tasks FROM users LEFT JOIN tasks ON tasks.assigned_user_id = users.id GROUP BY users.department ORDER BY users.department",
P01,P,"Rank the workflows by how many tasks they contain, showing the rank next to the count.",D,strict,True,True,False,RESULT_MISMATCH,json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,17279.0,154.8913000151515,25538.462099968456,"SELECT w.name,
       COUNT(t.id) AS task_count,
       RANK() OVER (ORDER BY COUNT(t.id) DESC) AS rank
FROM workflows w
LEFT JOIN tasks t ON t.workflow_id = w.id
GROUP BY w.id, w.name
ORDER BY task_count DESC, w.name","SELECT w.id AS workflow_id, w.name AS workflow_name, COUNT(t.id) AS task_count, RANK() OVER (ORDER BY COUNT(t.id) DESC) AS rank FROM workflows w LEFT JOIN tasks t ON t.workflow_id = w.id GROUP BY w.id, w.name ORDER BY task_count DESC",
P02,P,"Within each workflow, number the tasks in order of their due date, earliest first.",D,strict,True,True,False,MISSING_JOIN,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,8359.0,140.47570002730936,16252.011899952777,"SELECT w.name AS workflow_name,
       t.name AS task_name,
       ROW_NUMBER() OVER (PARTITION BY t.workflow_id ORDER BY t.due_date, t.id) AS seq
FROM tasks t
JOIN workflows w ON w.id = t.workflow_id","SELECT tasks.id AS task_id, tasks.workflow_id, tasks.name, tasks.due_date, ROW_NUMBER() OVER (PARTITION BY tasks.workflow_id ORDER BY tasks.due_date) AS task_order FROM tasks ORDER BY tasks.workflow_id, task_order",
P03,P,Show each task alongside the total number of tasks belonging to the same workflow.,D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,10009.0,163.3622000226751,18227.69349999726,"SELECT name,
       COUNT(*) OVER (PARTITION BY workflow_id) AS workflow_task_count
FROM tasks","SELECT tasks.id AS task_id, tasks.name AS task_name, tasks.workflow_id, COUNT(*) OVER (PARTITION BY tasks.workflow_id) AS workflow_task_count FROM tasks ORDER BY tasks.workflow_id, tasks.id",
P04,P,"For each workflow category, which workflow contains the most tasks?",D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,15086.0,150.32699995208532,23365.767500014044,"WITH counted AS (
  SELECT w.id, w.name, w.category, COUNT(t.id) AS task_count,
         ROW_NUMBER() OVER (PARTITION BY w.category
                            ORDER BY COUNT(t.id) DESC, w.id) AS rn
  FROM workflows w
  LEFT JOIN tasks t ON t.workflow_id = w.id
  GROUP BY w.id, w.name, w.category
)
SELECT category, name, task_count FROM counted WHERE rn = 1","WITH task_counts AS (
  SELECT w.id AS workflow_id, w.name AS workflow_name, w.category, COUNT(t.id) AS task_count,
    RANK() OVER (PARTITION BY w.category ORDER BY COUNT(t.id) DESC) AS rnk
  FROM workflows w
  LEFT JOIN tasks t ON t.workflow_id = w.id
  GROUP BY w.id, w.name, w.category
)
SELECT category, workflow_name, task_count
FROM task_counts
WHERE rnk = 1
ORDER BY category",
P05,P,Show each task with its priority and the number of tasks that share that priority.,D,strict,True,True,False,RESULT_MISMATCH,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,8453.0,140.32240002416074,16170.55659997277,"SELECT name, priority,
       COUNT(*) OVER (PARTITION BY priority) AS same_priority_count
FROM tasks","SELECT tasks.id, tasks.priority, COUNT(*) OVER (PARTITION BY tasks.priority) AS priority_count FROM tasks",
Q01,Q,Which active users have more than 2 unfinished tasks?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,10079.0,162.1517000021413,17667.206299956888,"SELECT u.full_name
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE u.status = 'ACTIVE' AND t.status <> 'COMPLETED'
GROUP BY u.id, u.full_name
HAVING COUNT(t.id) > 2","SELECT u.full_name, COUNT(t.id) AS unfinished_tasks
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE u.status = 'ACTIVE' AND t.status <> 'COMPLETED'
GROUP BY u.full_name
HAVING COUNT(t.id) > 2
ORDER BY unfinished_tasks DESC",
Q02,Q,Which workflows have at least one overdue task and an active owner?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,10726.0,163.67110004648566,17887.183799990453,"SELECT DISTINCT w.name
FROM workflows w
JOIN users o ON o.id = w.owner_user_id
JOIN tasks t ON t.workflow_id = w.id
WHERE o.status = 'ACTIVE'
  AND t.due_date < CURRENT_DATE
  AND t.status <> 'COMPLETED'","SELECT DISTINCT w.id, w.name FROM workflows w JOIN users owner ON owner.id = w.owner_user_id WHERE owner.status = 'ACTIVE' AND EXISTS (SELECT 1 FROM tasks t WHERE t.workflow_id = w.id AND t.due_date < CURRENT_DATE AND t.status <> 'COMPLETED')",
Q03,Q,Which workflows contain more than 3 unfinished tasks of high or critical priority?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,9097.0,154.72730004694313,16639.781399979256,"SELECT w.name
FROM workflows w
JOIN tasks t ON t.workflow_id = w.id
WHERE t.status <> 'COMPLETED'
  AND t.priority IN ('HIGH', 'CRITICAL')
GROUP BY w.id, w.name
HAVING COUNT(t.id) > 3","SELECT w.id, w.name, COUNT(t.id) AS unfinished_high_priority_count FROM workflows w JOIN tasks t ON t.workflow_id = w.id WHERE t.status <> 'COMPLETED' AND t.priority IN ('HIGH', 'CRITICAL') GROUP BY w.id, w.name HAVING COUNT(t.id) > 3",
Q04,Q,Which inactive users still have unfinished work assigned to them?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,10494.0,152.03340002335608,17925.379700027406,"SELECT DISTINCT u.full_name
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE u.status = 'INACTIVE' AND t.status <> 'COMPLETED'","SELECT DISTINCT users.id, users.full_name FROM users JOIN tasks ON tasks.assigned_user_id = users.id WHERE users.status = 'INACTIVE' AND tasks.status <> 'COMPLETED'",
Q05,Q,Which active workflows contain blocked tasks that are assigned to active users?,D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,10868.0,175.50199991092086,18069.984499947168,"SELECT DISTINCT w.name
FROM workflows w
JOIN tasks t ON t.workflow_id = w.id
JOIN users a ON a.id = t.assigned_user_id
WHERE w.status = 'ACTIVE'
  AND t.status = 'BLOCKED'
  AND a.status = 'ACTIVE'","SELECT DISTINCT w.id, w.name
FROM workflows w
JOIN tasks t ON t.workflow_id = w.id
JOIN users u ON u.id = t.assigned_user_id
WHERE w.status = 'ACTIVE'
  AND t.status = 'BLOCKED'
  AND u.status = 'ACTIVE'",
R01,R,Show the active workflows that currently have overdue work.,D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,14105.0,135.9756999881938,21281.96699998807,"SELECT DISTINCT w.name
FROM workflows w
JOIN tasks t ON t.workflow_id = w.id
WHERE w.status = 'ACTIVE'
  AND t.due_date < CURRENT_DATE
  AND t.status <> 'COMPLETED'","SELECT workflows.id, workflows.name FROM workflows WHERE workflows.status = 'ACTIVE' AND EXISTS (SELECT 1 FROM tasks WHERE tasks.workflow_id = workflows.id AND tasks.due_date < CURRENT_DATE AND tasks.status <> 'COMPLETED')",
R02,R,Which users are overloaded?,D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,10938.0,146.46009996067733,18405.642200028524,"SELECT u.full_name
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE t.status <> 'COMPLETED'
GROUP BY u.id, u.full_name
HAVING COUNT(t.id) > (
  SELECT AVG(c) FROM (
    SELECT COUNT(*) AS c FROM tasks
    WHERE status <> 'COMPLETED' AND assigned_user_id IS NOT NULL
    GROUP BY assigned_user_id
  ) s
)","SELECT u.id, u.full_name, COUNT(*) FILTER (WHERE t.status <> 'COMPLETED') AS open_task_count FROM users u JOIN tasks t ON t.assigned_user_id = u.id GROUP BY u.id, u.full_name HAVING COUNT(*) FILTER (WHERE t.status <> 'COMPLETED') > (SELECT AVG(c) FROM (SELECT COUNT(*) AS c FROM tasks WHERE status <> 'COMPLETED' AND assigned_user_id IS NOT NULL GROUP BY assigned_user_id) s) ORDER BY open_task_count DESC",
R03,R,Which workflow owners have unfinished high-priority work inside their workflows?,D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,9835.0,139.22559993807226,17262.267100042664,"SELECT DISTINCT o.full_name
FROM workflows w
JOIN users o ON o.id = w.owner_user_id
JOIN tasks t ON t.workflow_id = w.id
WHERE t.status <> 'COMPLETED'
  AND t.priority IN ('HIGH', 'CRITICAL')","SELECT DISTINCT owner.full_name
FROM workflows w
JOIN users owner ON owner.id = w.owner_user_id
JOIN tasks t ON t.workflow_id = w.id
WHERE t.status <> 'COMPLETED'
  AND t.priority IN ('HIGH', 'CRITICAL')",
R04,R,"Which workflows are healthy, meaning they have no overdue and no blocked tasks?",D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__dry_plan,,False,True,12298.0,153.80679990630597,20257.32340000104,"SELECT w.name
FROM workflows w
WHERE NOT EXISTS (
  SELECT 1 FROM tasks t
  WHERE t.workflow_id = w.id
    AND (t.status = 'BLOCKED'
         OR (t.due_date < CURRENT_DATE AND t.status <> 'COMPLETED'))
)","SELECT workflows.id, workflows.name FROM workflows WHERE NOT EXISTS (SELECT 1 FROM tasks WHERE tasks.workflow_id = workflows.id AND tasks.due_date < CURRENT_DATE AND tasks.status <> 'COMPLETED') AND NOT EXISTS (SELECT 1 FROM tasks WHERE tasks.workflow_id = workflows.id AND tasks.status = 'BLOCKED')",
R05,R,Which departments are carrying the most unfinished work?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__dry_plan;mcp__wren__dry_plan,,False,True,13212.0,159.68249994330108,20998.059000005014,"SELECT u.department, COUNT(t.id) AS open_tasks
FROM users u
JOIN tasks t ON t.assigned_user_id = u.id
WHERE t.status <> 'COMPLETED'
GROUP BY u.department
ORDER BY open_tasks DESC, u.department","SELECT u.department, COUNT(t.id) AS unfinished_tasks FROM tasks t JOIN users u ON u.id = t.assigned_user_id WHERE t.status <> 'COMPLETED' GROUP BY u.department ORDER BY unfinished_tasks DESC",
R06,R,Who owns workflows but is not doing any of the task work themselves?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan;Bash,,False,True,15187.0,170.83920002914965,23013.032600050792,"SELECT DISTINCT o.full_name
FROM users o
WHERE EXISTS (SELECT 1 FROM workflows w WHERE w.owner_user_id = o.id)
  AND NOT EXISTS (SELECT 1 FROM tasks t WHERE t.assigned_user_id = o.id)","SELECT DISTINCT u.id, u.full_name
FROM users u
JOIN workflows w ON w.owner_user_id = u.id
WHERE NOT EXISTS (
  SELECT 1 FROM tasks t WHERE t.assigned_user_id = u.id
)
ORDER BY u.full_name",
S01,S,Which people can take on new work right now?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,8183.0,130.34090003930032,15452.031600056216,SELECT full_name FROM users WHERE status = 'ACTIVE',"SELECT id, full_name, email, department FROM users WHERE status = 'ACTIVE' ORDER BY full_name",
S02,S,How much work is still outstanding in each workflow?,D,strict,True,True,True,,embedded_json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,10028.0,152.45439996942878,17254.279399989173,"SELECT w.name, COUNT(t.id) AS outstanding
FROM workflows w
LEFT JOIN tasks t
       ON t.workflow_id = w.id AND t.status <> 'COMPLETED'
GROUP BY w.id, w.name","SELECT w.id AS workflow_id, w.name AS workflow_name, COUNT(t.id) FILTER (WHERE t.status <> 'COMPLETED') AS outstanding_tasks FROM workflows w LEFT JOIN tasks t ON t.workflow_id = w.id GROUP BY w.id, w.name ORDER BY w.id",
S03,S,Which tasks need urgent attention?,D,strict,True,True,False,WRONG_TABLE,json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,16206.0,152.27870002854615,24088.33890000824,"SELECT name FROM tasks
WHERE priority IN ('HIGH', 'CRITICAL')
  AND status <> 'COMPLETED'
  AND due_date < CURRENT_DATE","SELECT tasks.id, tasks.name, tasks.status, tasks.priority, tasks.due_date, workflows.name AS workflow_name, users.full_name AS assignee_name
FROM tasks
JOIN workflows ON workflows.id = tasks.workflow_id
LEFT JOIN users ON users.id = tasks.assigned_user_id
WHERE tasks.status <> 'COMPLETED'
  AND (tasks.due_date < CURRENT_DATE OR tasks.priority IN ('HIGH','CRITICAL'))
ORDER BY (tasks.due_date < CURRENT_DATE) DESC,
         CASE tasks.priority WHEN 'CRITICAL' THEN 4 WHEN 'HIGH' THEN 3 WHEN 'MEDIUM' THEN 2 WHEN 'LOW' THEN 1 ELSE 0 END DESC,
         tasks.due_date ASC",
S04,S,Which processes are no longer in use?,D,strict,True,True,True,,json,mcp__wren__recall_queries;mcp__wren__list_cubes;mcp__wren__dry_plan,,False,True,10064.0,116.49429996032268,17535.13329999987,SELECT name FROM workflows WHERE status = 'ARCHIVED',SELECT workflows.name FROM workflows WHERE workflows.status = 'ARCHIVED',
S05,S,"Show the people accountable for each process, not the people doing the work.",D,strict,True,True,True,,json,mcp__wren__dry_plan;mcp__wren__recall_queries,,False,True,7577.0,162.84640005324036,15086.34829998482,"SELECT w.name AS workflow_name, o.full_name AS accountable
FROM workflows w
JOIN users o ON o.id = w.owner_user_id","SELECT workflows.name AS workflow_name, users.full_name AS owner_name FROM workflows JOIN users ON users.id = workflows.owner_user_id ORDER BY workflows.name",
